Customer ID,Gender,Age,Income,Occupation,Marital Status,No. Family Members,Home Ownership,Home Value,Years in Current Home,Credit Score,Number of Credit Cards,Total Credit Card Limit,Total Credit Card Balance,Product ID,Products Purchased,Number of Online Purchases,Average Purchase Value,Last Purchase Value,Days Since Last Purchase,Number of Returns,Total Values of Returns,Locations
C5375,Female,43,51101,Technician,Divorced,5,Own,374401,8,999,1,15710,6874,P5375,Beauty Products,6,177.5272024,104.0601334,74,2,44.67415999,Nashik
C5376,Male,18,59273,Professional,Divorced,4,Rent,75296,14,969,2,18324,5354,P5376,Jewelry,19,28.25836291,163.333168,38,3,55.35294251,Pune
C5377,Female,22,37865,Professional,Married,2,Rent,632857,6,842,5,7347,10467,P5377,Jewelry,17,79.52093598,137.9943176,61,1,76.40373289,Jaipur
C5378,Female,57,48862,Professional,Single,2,Rent,180881,9,966,5,19266,13052,P5378,Books,15,40.69624121,100.953739,115,5,-15.67258833,Jaipur
C5379,Female,31,55364,Executive,Married,3,Own,154251,11,803,2,8161,24564,P5379,Home Appliances,7,111.7169484,67.66638602,116,4,58.48119656,Delhi
C5380,Female,43,22457,Manager,Single,4,Rent,294586,4,772,2,6038,9760,P5380,Home Appliances,5,107.9278051,103.6219151,115,3,34.87216865,Bhopal
C5381,Female,55,31084,Self-employed,Divorced,5,Own,205979,20,531,3,14016,10687,P5381,Beauty Products,11,145.3240501,91.68375923,95,1,59.58865117,Bangalore
C5382,Female,51,24200,Homemaker,Single,4,Own,497685,17,528,1,12074,17714,P5382,Books,16,18.82951487,126.4916536,138,2,54.84958056,Hyderabad
C5383,Female,35,34685,Student,Widowed,4,Own,731775,6,742,5,24446,1036,P5383,Home Appliances,11,113.8730749,99.51688817,11,1,7.346544453,Vadodara
C5384,Male,36,38065,Professional,Widowed,5,Own,246156,9,732,2,11212,13631,P5384,Electronics,14,99.74536177,73.14106475,60,4,79.10608179,Visakhapatnam
C5385,Female,55,21970,Professional,Married,4,Rent,747292,4,998,2,16110,6326,P5385,Beauty Products,11,71.83265105,60.767886,116,4,56.67558289,Nashik
C5386,Female,56,56604,Professional,Widowed,3,Rent,303664,10,716,2,20387,14992,P5386,Home Appliances,13,184.4290905,139.2701542,83,4,70.12645326,Patna
C5387,Female,38,39367,Student,Divorced,2,Own,437594,17,878,1,5332,14310,P5387,Electronics,14,79.41992704,194.3661308,110,3,10.73160595,Delhi
C5388,Female,52,27705,Student,Single,2,Own,892782,18,667,2,6172,17868,P5388,Outdoor Gear,6,66.78206399,78.72250094,13,3,62.5163776,Ludhiana
C5389,Male,43,41310,Self-employed,Single,3,Own,773604,16,674,2,9054,13710,P5389,Outdoor Gear,6,102.6067359,54.41794644,101,2,50.35654381,Pune
C5390,Female,59,49353,Self-employed,Widowed,2,Rent,243669,5,537,2,15791,2455,P5390,Outdoor Gear,9,40.85206065,65.33443006,51,5,-16.71506767,Surat
C5391,Male,47,58764,Professional,Single,4,Rent,870822,17,699,2,19170,9548,P5391,Jewelry,16,116.6355233,94.83233618,177,3,25.33560923,Ludhiana
C5392,Female,35,24497,Student,Divorced,5,Rent,299156,12,969,4,29763,19677,P5392,Outdoor Gear,2,73.42173074,164.1269863,24,2,11.37088721,Bhopal
C5393,Male,29,30810,Student,Single,5,Rent,102224,8,663,2,22383,13449,P5393,Outdoor Gear,11,102.5141895,219.7788733,87,0,52.2149115,Agra
C5394,Female,43,50823,Student,Divorced,4,Rent,283199,19,635,1,10651,4760,P5394,Outdoor Gear,6,108.0324312,36.46020368,65,1,62.63441094,Vadodara
C5395,Female,36,46770,Manager,Single,4,Own,181156,7,878,5,7184,9902,P5395,Books,8,72.81115156,102.5442315,141,5,62.78846381,Jaipur
C5396,Male,43,33817,Self-employed,Married,3,Own,852944,9,860,5,10466,15907,P5396,Beauty Products,13,98.65345012,126.89457,173,5,88.79851245,Chennai
C5397,Female,29,38254,Technician,Married,3,Own,819690,20,661,1,11052,24360,P5397,Electronics,13,28.32352498,123.6570465,135,1,35.78565695,Kanpur
C5398,Female,61,53300,Self-employed,Married,5,Rent,266650,18,643,2,21013,9083,P5398,Beauty Products,9,109.3575433,188.2384791,38,4,100.9876619,Pune
C5399,Male,50,43785,Technician,Divorced,3,Own,962285,6,963,5,8741,1296,P5399,Beauty Products,20,133.6824275,55.55251977,5,2,37.55223355,Agra
C5400,Male,49,34107,Homemaker,Married,5,Own,861530,4,869,2,23278,5800,P5400,Books,12,104.5985201,111.5645857,134,5,28.75480467,Surat
C5401,Male,37,24212,Professional,Single,3,Rent,921741,5,549,2,8519,24562,P5401,Electronics,1,123.1391548,161.9152404,10,4,40.38536415,Kanpur
C5402,Female,61,49900,Manager,Married,2,Own,601735,19,856,5,19237,22078,P5402,Outdoor Gear,15,66.15821233,141.8260497,117,1,52.85054276,Vadodara
C5403,Male,28,33595,Homemaker,Widowed,4,Own,355809,4,918,5,25999,7004,P5403,Electronics,10,106.8208713,59.17123278,110,3,61.77625342,Vadodara
C5404,Male,64,33574,Executive,Single,2,Own,820517,8,682,1,22399,22441,P5404,Clothing,11,101.4339948,67.58665444,159,4,104.7742524,Bhopal
C5405,Male,54,31453,Executive,Divorced,3,Rent,175669,11,502,4,24539,4632,P5405,Jewelry,5,149.4059777,67.20260118,10,2,-22.3413182,Kolkata
C5406,Female,28,29652,Self-employed,Widowed,3,Rent,490277,13,671,4,19717,15115,P5406,Clothing,18,182.3007016,145.6860631,90,3,28.24020805,Jaipur
C5407,Female,31,36046,Student,Widowed,4,Rent,565493,11,558,2,22586,4658,P5407,Books,17,70.96882695,-27.51686644,24,3,58.70332348,Nagpur
C5408,Female,25,48825,Student,Divorced,4,Rent,547516,6,598,2,8549,18519,P5408,Beauty Products,18,111.8808478,117.1941174,142,1,48.48489242,Bhopal
C5409,Female,61,45065,Technician,Widowed,3,Own,958732,16,523,2,10538,11274,P5409,Beauty Products,11,104.7654246,72.83867629,68,0,60.98378488,Vadodara
C5410,Male,57,49624,Self-employed,Divorced,5,Rent,556880,18,895,5,6682,24535,P5410,Jewelry,0,117.6763425,81.05415634,60,1,53.75092404,Kolkata
C5411,Male,23,22389,Manager,Single,5,Own,997687,7,845,4,15201,12939,P5411,Jewelry,1,162.1763247,85.97508285,25,4,63.42319272,Bhopal
C5412,Female,18,26211,Self-employed,Single,4,Rent,968053,17,557,1,6970,16735,P5412,Clothing,19,123.3636572,91.5636693,49,5,47.29512226,Ahmedabad
C5413,Male,52,21089,Technician,Widowed,4,Own,849169,15,550,5,8839,4745,P5413,Home Appliances,5,15.17721776,144.3993465,29,5,5.8465589,Visakhapatnam
C5414,Female,53,34831,Self-employed,Married,2,Rent,264730,4,819,2,10016,4427,P5414,Outdoor Gear,8,65.19705369,89.96335435,73,2,84.36689965,Nagpur
C5415,Male,19,57247,Manager,Single,5,Own,308901,4,513,4,14218,18948,P5415,Beauty Products,20,121.0787461,195.0558536,138,3,71.18088679,Ludhiana
C5416,Female,49,59258,Homemaker,Divorced,4,Own,713392,9,803,1,29393,8310,P5416,Beauty Products,1,71.97384334,58.87639288,73,5,36.40067802,Nagpur
C5417,Male,19,58026,Executive,Single,3,Own,345418,6,783,2,17668,14423,P5417,Home Appliances,5,133.7404455,155.0206697,76,3,64.56193899,Ludhiana
C5418,Female,28,58079,Homemaker,Single,3,Rent,397990,7,580,3,22352,16568,P5418,Beauty Products,16,14.6659841,95.29990335,23,3,44.26380286,Nagpur
C5419,Male,59,56911,Homemaker,Widowed,2,Own,367750,8,868,1,24058,23808,P5419,Outdoor Gear,17,134.728857,147.475256,65,3,80.75317006,Patna
C5420,Male,38,47458,Manager,Single,5,Rent,938201,12,815,1,13535,24574,P5420,Beauty Products,9,90.94844241,26.88915288,174,0,77.77718116,Nagpur
C5421,Male,25,45203,Self-employed,Widowed,4,Own,875289,19,628,4,6776,2019,P5421,Clothing,17,151.6207734,168.1960136,119,2,53.66027295,Visakhapatnam
C5422,Male,34,26096,Professional,Divorced,2,Rent,385251,4,865,4,12750,2664,P5422,Electronics,7,87.96749399,95.99489115,111,2,59.22725088,Kanpur
C5423,Male,31,23736,Executive,Single,5,Own,922575,17,895,4,18655,6190,P5423,Books,6,213.8069986,152.9108809,11,5,61.2194139,Ludhiana
C5424,Female,57,27151,Executive,Married,5,Rent,530903,3,818,4,16408,20349,P5424,Clothing,20,58.7216723,16.67723407,172,2,62.70696023,Nashik
C5425,Female,63,24938,Self-employed,Widowed,5,Rent,84734,16,716,2,5276,22621,P5425,Books,6,114.2435523,181.2471783,40,2,54.00399764,Patna
C5426,Female,30,28297,Student,Single,5,Own,958481,6,875,1,8753,10868,P5426,Home Appliances,17,40.19561598,80.54077713,166,0,26.721415,Patna
C5427,Female,38,33945,Manager,Widowed,2,Rent,978713,8,842,3,19558,17037,P5427,Books,8,139.8799678,49.46358362,83,3,39.14296899,Mumbai
C5428,Female,20,22242,Homemaker,Widowed,2,Rent,354474,7,557,1,13507,23805,P5428,Electronics,9,26.13534427,190.2495562,71,5,16.53285527,Bangalore
C5429,Male,61,39135,Self-employed,Widowed,2,Own,994505,4,577,2,7124,12349,P5429,Books,9,75.83374244,40.14806493,36,0,68.58283425,Jaipur
C5430,Female,45,40719,Self-employed,Single,3,Rent,495552,4,576,5,24404,1596,P5430,Outdoor Gear,12,78.3641685,137.8984319,163,3,97.74877666,Surat
C5431,Female,24,51078,Student,Married,4,Own,641121,16,901,4,20837,20668,P5431,Beauty Products,8,85.55709247,101.8231811,0,2,13.8838799,Pune
C5432,Male,54,40847,Technician,Widowed,2,Own,560833,12,785,5,29442,1462,P5432,Books,9,35.75879274,36.71990376,112,0,65.38036725,Delhi
C5433,Female,63,21667,Executive,Divorced,5,Rent,279560,7,532,1,21450,21918,P5433,Beauty Products,8,154.9817788,144.6814246,176,4,50.28505112,Agra
C5434,Female,24,36185,Student,Divorced,3,Rent,432649,8,980,3,27296,16308,P5434,Outdoor Gear,12,136.4135517,201.3982135,9,5,94.90686667,Bangalore
C5435,Female,63,26307,Technician,Single,2,Own,700447,11,698,1,21538,23610,P5435,Books,1,45.43607854,148.4973068,121,5,41.48636789,Jaipur
C5436,Male,42,47183,Homemaker,Married,2,Rent,235940,6,521,2,21325,5612,P5436,Books,14,88.29545327,-39.76582017,35,2,57.61440423,Jaipur
C5437,Female,23,49734,Manager,Single,2,Own,560037,16,951,1,20842,15096,P5437,Jewelry,0,142.8194493,132.4018713,0,5,98.2270869,Nagpur
C5438,Male,29,27014,Technician,Divorced,5,Rent,647940,8,694,1,26935,12333,P5438,Beauty Products,1,130.5041901,82.07062436,134,4,57.59961209,Ahmedabad
C5439,Male,30,50699,Homemaker,Divorced,5,Own,506044,11,542,3,23746,16231,P5439,Jewelry,11,97.7339069,119.1881896,38,1,19.58021231,Mumbai
C5440,Male,56,24730,Professional,Widowed,4,Rent,523027,20,739,3,10408,12067,P5440,Electronics,3,123.6005169,103.6575748,104,5,34.79565038,Mumbai
C5441,Female,33,35108,Technician,Married,4,Rent,998999,19,707,3,19392,11094,P5441,Clothing,15,167.8193617,73.19339661,153,5,89.95722305,Chennai
C5442,Male,61,25698,Professional,Divorced,5,Rent,828922,1,669,4,24442,2688,P5442,Clothing,17,47.7611415,111.5524448,69,1,83.98630309,Kanpur
C5443,Female,33,20302,Manager,Married,4,Own,272608,1,517,3,15813,17397,P5443,Books,4,34.57585427,72.32454093,26,5,6.272075647,Patna
C5444,Male,59,37391,Homemaker,Married,3,Own,295252,19,935,3,11284,1254,P5444,Beauty Products,17,101.3657611,53.04823797,34,0,92.56667109,Patna
C5445,Female,49,43838,Self-employed,Widowed,3,Rent,416854,9,799,5,12742,19296,P5445,Outdoor Gear,19,70.53736423,127.5464931,53,4,51.98299332,Surat
C5446,Male,42,47512,Executive,Widowed,5,Own,991044,14,700,1,25166,6217,P5446,Jewelry,15,12.82580717,91.39441008,25,2,66.29342916,Bhopal
C5447,Female,19,44595,Self-employed,Widowed,4,Own,926349,2,764,1,8313,7565,P5447,Jewelry,5,80.88580618,35.7126015,153,1,61.20735831,Agra
C5448,Male,54,57811,Student,Single,4,Own,803801,2,633,3,19409,5204,P5448,Home Appliances,10,63.97819904,115.4034415,163,2,43.23349562,Nashik
C5449,Male,53,48987,Self-employed,Single,2,Own,947740,1,555,5,21890,17337,P5449,Beauty Products,20,52.80747319,114.9376711,51,0,110.6323773,Agra
C5450,Male,54,46630,Executive,Single,4,Rent,849443,2,974,5,5107,23190,P5450,Electronics,12,61.94651694,138.9673329,166,2,54.20650756,Bhopal
C5451,Male,52,33660,Student,Married,4,Own,582143,5,618,5,23051,23858,P5451,Books,14,81.66236092,44.25669641,60,1,18.7596215,Delhi
C5452,Male,43,27992,Self-employed,Divorced,4,Rent,797241,3,598,2,5628,19389,P5452,Beauty Products,3,99.05753135,98.50087409,92,5,53.39649139,Patna
C5453,Male,47,47612,Executive,Married,2,Rent,81949,9,976,3,27326,17640,P5453,Home Appliances,15,98.41639882,33.30194377,35,5,70.06585412,Bangalore
C5454,Male,54,43603,Self-employed,Divorced,3,Own,726346,18,873,3,18221,18304,P5454,Clothing,6,169.0439982,85.01160783,16,5,-10.1952158,Delhi
C5455,Male,55,30167,Manager,Widowed,2,Rent,618343,10,574,1,28686,7189,P5455,Jewelry,5,148.5240232,36.40138404,44,0,-9.928080086,Jaipur
C5456,Female,51,57175,Executive,Single,4,Rent,300593,1,572,2,19083,11995,P5456,Beauty Products,1,128.0125192,230.2864561,133,5,8.217762262,Ahmedabad
C5457,Male,22,33931,Student,Married,2,Own,400716,18,600,3,16609,5893,P5457,Electronics,0,116.5300205,60.11514854,18,1,-4.045982944,Nashik
C5458,Male,52,45624,Self-employed,Married,4,Own,833718,8,816,1,15070,21175,P5458,Books,15,0.28963391,123.0358919,145,5,27.56361379,Visakhapatnam
C5459,Male,26,23121,Self-employed,Single,2,Own,467885,11,850,5,27113,23986,P5459,Jewelry,1,97.05209733,23.26886448,144,2,17.20620561,Nashik
C5460,Female,25,48530,Professional,Widowed,3,Own,421420,13,552,1,9380,5820,P5460,Home Appliances,10,78.56739266,158.2298724,30,1,30.13024611,Chennai
C5461,Male,20,44162,Homemaker,Single,3,Rent,104468,11,642,4,27293,12607,P5461,Electronics,7,51.5541158,88.6562737,70,3,37.55784881,Kolkata
C5462,Male,23,20487,Self-employed,Divorced,3,Own,864882,18,685,3,12232,17567,P5462,Jewelry,5,79.61557615,115.9029524,37,1,52.65016435,Mumbai
C5463,Male,34,36574,Student,Widowed,4,Rent,106221,4,751,5,28785,18400,P5463,Books,5,-47.68502167,149.1041217,95,4,26.09232424,Vadodara
C5464,Male,55,56111,Homemaker,Widowed,2,Own,512818,14,957,5,13513,9294,P5464,Outdoor Gear,11,-37.98377544,190.607389,86,5,103.4601312,Nagpur
C5465,Female,42,20352,Homemaker,Widowed,3,Own,733373,16,563,2,23896,3198,P5465,Beauty Products,18,115.1057116,64.74913129,17,4,58.34821134,Pune
C5466,Male,18,37226,Homemaker,Widowed,4,Own,534047,1,692,1,10840,11606,P5466,Home Appliances,4,70.20033193,152.0129402,42,1,62.63422086,Mumbai
C5467,Male,26,47141,Executive,Married,5,Own,572799,16,846,3,14260,6763,P5467,Beauty Products,8,89.79400541,-7.866235084,164,4,86.60742015,Chennai
C5468,Female,43,26892,Homemaker,Married,2,Rent,405296,20,721,4,10978,18563,P5468,Beauty Products,15,156.7009352,73.30430725,48,5,49.94564122,Nagpur
C5469,Female,22,26736,Homemaker,Single,3,Own,306072,17,528,3,22795,8474,P5469,Clothing,6,163.8402407,150.3001272,97,3,55.80439367,Kanpur
C5470,Female,45,48545,Technician,Single,4,Rent,790485,8,605,1,13093,14874,P5470,Jewelry,3,64.48410425,118.8171726,119,5,98.15607766,Ludhiana
C5471,Male,60,53506,Executive,Married,2,Rent,679976,3,556,1,22035,12277,P5471,Books,19,51.51887723,136.5161599,152,2,5.678415769,Agra
C5472,Female,20,32907,Executive,Divorced,2,Rent,624032,10,523,4,16773,10358,P5472,Books,12,139.3493683,146.0174885,112,2,67.49990497,Bhopal
C5473,Female,50,36809,Manager,Divorced,4,Own,266894,14,716,3,18156,11679,P5473,Books,15,112.9209051,119.2045081,88,3,74.91455561,Mumbai
C5474,Female,27,22916,Technician,Single,2,Own,216097,18,737,3,9895,9759,P5474,Clothing,20,131.5606543,151.157582,74,0,17.12315013,Nashik
C5475,Male,18,37795,Homemaker,Widowed,2,Rent,865035,12,895,4,29986,5310,P5475,Books,4,98.66271698,5.929554054,74,1,32.38619492,Ludhiana
C5476,Male,33,22380,Student,Married,5,Own,464356,6,948,4,18369,19625,P5476,Electronics,4,100.7616333,79.30199357,3,3,87.9852659,Visakhapatnam
C5477,Female,48,22522,Student,Widowed,5,Own,344816,11,908,4,20543,16776,P5477,Electronics,11,139.4979497,183.3917382,10,5,84.30322501,Agra
C5478,Male,55,46190,Technician,Single,4,Rent,90768,14,918,5,22607,20875,P5478,Clothing,7,93.67799508,74.88779255,15,3,47.15330885,Bangalore
C5479,Male,48,30827,Technician,Single,4,Rent,448360,1,658,3,7932,22813,P5479,Home Appliances,2,28.91453425,103.1742485,101,5,28.23852484,Lucknow
C5480,Female,35,42128,Self-employed,Widowed,3,Own,201192,1,615,4,25682,12539,P5480,Outdoor Gear,8,74.49900582,35.54584339,38,0,18.00768934,Ludhiana
C5481,Female,18,22905,Technician,Widowed,5,Rent,838861,19,885,1,7622,15312,P5481,Home Appliances,13,61.00251544,179.3464017,86,4,95.62310783,Chennai
C5482,Female,26,43090,Professional,Divorced,2,Own,79152,14,568,3,17275,19928,P5482,Home Appliances,16,162.2325719,96.3512946,122,3,56.8244064,Patna
C5483,Female,56,55670,Self-employed,Single,5,Rent,837653,18,902,3,28629,10419,P5483,Books,7,140.434654,149.1700676,68,4,97.93250939,Ahmedabad
C5484,Male,37,27630,Homemaker,Widowed,3,Own,638865,6,588,4,17002,15790,P5484,Beauty Products,9,181.0579433,141.2663179,44,4,82.78586157,Ludhiana
C5485,Female,38,28847,Executive,Single,2,Rent,244791,19,729,1,16588,4514,P5485,Outdoor Gear,1,81.3824599,80.39071672,17,4,63.14830159,Surat
C5486,Female,52,53725,Executive,Widowed,3,Own,471226,4,706,4,29011,6046,P5486,Clothing,15,111.0889517,60.51661365,160,5,57.79105864,Nashik
C5487,Female,58,38282,Homemaker,Single,3,Own,421402,8,722,1,5687,21578,P5487,Beauty Products,19,16.39684114,259.2202299,8,1,57.62542544,Hyderabad
C5488,Male,20,37179,Student,Widowed,5,Own,485388,16,531,5,6987,6089,P5488,Home Appliances,20,46.94271938,57.343532,11,1,21.72112748,Bangalore
C5489,Female,32,27618,Student,Divorced,2,Own,542293,5,954,4,23065,11441,P5489,Books,8,144.1013223,117.4301399,101,3,32.71451873,Kanpur
C5490,Female,62,50188,Self-employed,Divorced,2,Rent,534550,14,941,4,10154,8744,P5490,Jewelry,5,130.980393,35.49191511,135,5,23.35006342,Bangalore
C5491,Male,51,51965,Self-employed,Widowed,2,Rent,96041,4,502,3,29083,10211,P5491,Electronics,0,159.3940604,66.47313781,99,0,-16.65153005,Vadodara
C5492,Male,26,50048,Self-employed,Divorced,3,Rent,262962,16,893,5,13056,21400,P5492,Books,13,186.8771122,128.3741583,45,5,46.43121808,Kanpur
C5493,Male,28,21814,Executive,Widowed,5,Rent,766653,20,892,3,26808,17572,P5493,Beauty Products,0,144.1791792,94.82922528,78,0,45.63349168,Mumbai
C5494,Male,55,49398,Technician,Widowed,5,Own,758642,12,959,5,8688,4589,P5494,Home Appliances,2,133.8682631,43.64365491,17,1,36.21974191,Bhopal
C5495,Female,54,30089,Manager,Single,5,Own,779931,20,683,4,26323,3440,P5495,Clothing,8,96.46999735,71.00769248,31,2,41.37212369,Vadodara
C5496,Male,34,38266,Homemaker,Married,5,Own,709140,6,686,5,26313,2373,P5496,Outdoor Gear,2,212.535145,108.1127345,97,1,79.17754911,Kolkata
C5497,Female,53,40819,Manager,Widowed,5,Rent,501765,6,891,3,24253,19383,P5497,Electronics,10,94.67744254,178.4589197,20,4,55.45132043,Ludhiana
C5498,Female,53,29871,Homemaker,Divorced,4,Own,683313,8,874,2,16158,9989,P5498,Jewelry,8,118.6216812,43.45301787,51,0,5.690671968,Delhi
C5499,Male,28,40918,Professional,Married,3,Rent,942865,8,574,1,21065,23921,P5499,Books,17,76.83211893,103.8368324,44,5,11.3961214,Hyderabad
C5500,Female,38,49702,Student,Married,3,Own,639688,10,661,1,23055,9820,P5500,Clothing,1,144.5663295,37.43923661,90,5,47.19493422,Bhopal
C5501,Female,31,50836,Professional,Married,4,Own,911129,2,613,1,19855,7286,P5501,Home Appliances,10,93.53441665,136.5080621,44,0,49.68414965,Kolkata
C5502,Male,45,42784,Professional,Single,5,Own,626093,14,609,3,9169,14187,P5502,Clothing,19,112.2172047,68.04862417,70,5,52.99008423,Ahmedabad
C5503,Male,40,21871,Student,Divorced,5,Rent,693073,3,795,5,13062,18775,P5503,Home Appliances,16,128.1260714,104.8389363,8,5,71.86303204,Vadodara
C5504,Female,45,22868,Technician,Single,4,Own,262244,18,670,3,13291,16217,P5504,Beauty Products,15,87.17179803,153.561099,31,1,-22.47521489,Kanpur
C5505,Male,21,32610,Manager,Widowed,3,Rent,172946,14,863,1,24644,11126,P5505,Outdoor Gear,18,167.9920459,179.8904747,85,0,33.09668597,Ahmedabad
C5506,Female,29,42303,Homemaker,Divorced,4,Rent,765840,10,551,1,11534,23001,P5506,Beauty Products,5,98.46471935,61.1584054,143,5,15.64002576,Mumbai
C5507,Male,50,21801,Homemaker,Married,2,Own,114618,4,993,2,14751,19483,P5507,Books,15,157.2969617,23.24279962,119,1,75.56044428,Mumbai
C5508,Female,55,43330,Homemaker,Widowed,4,Own,833181,15,739,2,28802,11032,P5508,Clothing,9,108.6412156,182.7976642,31,2,91.08021685,Nashik
C5509,Male,23,45483,Student,Divorced,2,Own,814564,3,742,4,21575,7375,P5509,Jewelry,7,128.8814436,13.22307322,160,3,10.98677304,Bhopal
C5510,Male,61,42384,Professional,Married,4,Rent,301888,13,939,1,22529,6756,P5510,Outdoor Gear,18,98.30904258,65.98824703,143,1,10.34346333,Agra
C5511,Male,25,24185,Manager,Widowed,5,Own,300976,14,776,2,8507,12200,P5511,Home Appliances,0,60.95658979,202.5937186,1,0,58.78485312,Lucknow
C5512,Female,48,29435,Executive,Widowed,2,Rent,557725,2,858,4,28380,23899,P5512,Jewelry,6,59.00947909,97.9233511,72,1,23.74868554,Patna
C5513,Female,25,34283,Professional,Divorced,5,Rent,562528,12,779,1,18213,13517,P5513,Jewelry,13,111.7825236,127.14491,173,2,71.11906106,Hyderabad
C5514,Male,60,41582,Professional,Divorced,3,Rent,648338,14,905,3,29666,3160,P5514,Books,3,45.21819767,89.97367801,2,5,3.489087873,Patna
C5515,Female,62,26225,Technician,Divorced,2,Own,181826,2,700,4,6259,10729,P5515,Electronics,1,53.19837264,200.6141665,110,2,57.7866604,Kolkata
C5516,Female,23,35502,Homemaker,Divorced,5,Rent,482924,8,604,1,15216,10970,P5516,Home Appliances,6,113.3792581,58.13406307,111,3,91.84167886,Kolkata
C5517,Male,45,29544,Self-employed,Married,2,Own,862865,2,901,3,14969,13222,P5517,Home Appliances,14,154.5175968,48.13053097,139,3,49.37742238,Lucknow
C5518,Female,39,52382,Technician,Widowed,4,Own,539689,16,576,3,11854,21809,P5518,Electronics,3,99.63209923,95.3972151,62,3,116.2852054,Agra
C5519,Male,43,27287,Professional,Widowed,4,Own,340721,12,926,3,28117,24464,P5519,Clothing,11,46.91736038,103.8090611,79,3,54.7761153,Surat
C5520,Female,42,48514,Professional,Married,4,Rent,592543,8,762,4,20599,23613,P5520,Beauty Products,10,108.6872253,108.2443139,128,1,-2.420038348,Chennai
C5521,Female,37,29126,Professional,Married,4,Own,441354,12,751,1,24870,20132,P5521,Beauty Products,5,147.1540013,182.7871087,170,2,24.79564765,Mumbai
C5522,Male,54,58836,Homemaker,Divorced,5,Own,146008,6,814,3,14807,2458,P5522,Electronics,11,48.1051643,117.8324815,78,0,106.4352847,Mumbai
C5523,Male,56,44795,Professional,Divorced,3,Rent,865909,16,907,1,11724,23308,P5523,Clothing,11,62.35720721,129.5647595,24,0,49.78220824,Lucknow
C5524,Female,63,30077,Student,Widowed,3,Rent,505709,1,513,1,24964,2257,P5524,Electronics,6,59.08117759,110.5355442,148,2,55.75623182,Kolkata
C5525,Male,49,35563,Professional,Divorced,4,Rent,985029,9,982,5,29379,2680,P5525,Clothing,10,181.2312764,-15.79426963,37,5,54.01875579,Lucknow
C5526,Male,51,53001,Self-employed,Married,2,Rent,628972,2,965,3,13892,21751,P5526,Outdoor Gear,16,26.09959577,22.81209737,142,2,118.0308759,Mumbai
C5527,Male,41,28803,Homemaker,Divorced,2,Rent,597441,11,814,1,28202,8254,P5527,Jewelry,4,152.5574205,85.60615796,9,5,-10.99156908,Hyderabad
C5528,Female,21,34365,Manager,Divorced,3,Rent,547515,19,834,4,28424,8580,P5528,Jewelry,0,154.5822946,11.97782152,16,2,92.26902887,Bangalore
C5529,Female,40,27815,Student,Married,4,Rent,221676,6,871,3,7881,5254,P5529,Books,6,187.3800935,97.55866774,133,2,58.29688634,Pune
C5530,Female,31,38145,Student,Single,5,Own,392501,12,654,1,20685,10577,P5530,Outdoor Gear,13,119.4327771,51.97374799,106,4,72.3781702,Vadodara
C5531,Female,64,56867,Technician,Divorced,3,Rent,226332,6,950,4,11529,11078,P5531,Home Appliances,16,179.2465866,141.9585442,52,2,25.73362865,Pune
C5532,Female,37,34410,Professional,Married,2,Rent,229421,2,639,2,17318,11781,P5532,Books,2,131.0752557,127.6669761,69,5,61.35838512,Mumbai
C5533,Female,44,34611,Executive,Single,3,Own,768439,14,885,3,15899,14449,P5533,Home Appliances,15,105.2495539,107.7842429,158,4,89.06719915,Kolkata
C5534,Male,32,38998,Technician,Married,3,Rent,339850,10,615,5,15257,17348,P5534,Beauty Products,17,100.109617,102.8427058,171,2,-3.656483777,Ahmedabad
C5535,Male,56,51809,Executive,Divorced,3,Own,96153,4,535,4,15184,22012,P5535,Jewelry,4,0.330149737,140.9504353,156,3,72.01999692,Visakhapatnam
C5536,Male,22,28525,Technician,Widowed,2,Rent,472490,6,881,5,8692,4749,P5536,Jewelry,6,151.3017144,121.8618286,54,0,38.80939321,Bhopal
C5537,Male,37,26895,Manager,Widowed,4,Rent,694127,7,816,4,8998,20801,P5537,Home Appliances,9,110.3186159,67.99849005,53,3,68.99201122,Agra
C5538,Female,55,57997,Professional,Divorced,4,Own,929349,11,853,5,27818,24149,P5538,Books,6,83.04056838,48.28322292,117,3,23.76437922,Ahmedabad
C5539,Female,60,26165,Professional,Widowed,4,Own,523563,15,598,5,19683,14729,P5539,Home Appliances,5,126.8835823,149.9684263,13,5,50.88994176,Delhi
C5540,Female,54,25516,Self-employed,Single,4,Own,64333,7,948,3,21589,2148,P5540,Electronics,17,134.1457747,88.91584076,16,2,14.17235666,Hyderabad
C5541,Male,54,44889,Professional,Divorced,4,Own,743794,11,894,3,20625,2163,P5541,Jewelry,0,4.121962676,109.2497007,81,5,-0.855039692,Delhi
C5542,Female,53,23463,Executive,Divorced,4,Own,78734,5,853,2,7842,7628,P5542,Outdoor Gear,19,187.9031796,105.9666822,148,3,8.06842891,Ludhiana
C5543,Male,45,23139,Homemaker,Divorced,3,Rent,556872,18,841,5,15625,15910,P5543,Beauty Products,10,77.4893191,12.08501578,126,2,16.75131333,Ahmedabad
C5544,Female,41,23964,Professional,Single,2,Rent,788194,11,725,2,25512,21078,P5544,Jewelry,18,75.58122008,97.55065819,8,1,56.44085349,Kanpur
C5545,Male,33,59672,Homemaker,Widowed,2,Rent,825738,16,571,2,26641,21666,P5545,Jewelry,2,100.4639716,108.2622878,84,3,94.47319093,Nagpur
